,track_id,artists,album_name,track_name,explicit,track_genre,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
33582,022nJwdqNEHRazWpp55bWa,PXNDX,Panda MTV Unplugged (Live),Quinta Real - MTV Unplugged,FALSE,emo,38,245139,0.41,0.621,6,-8.465,1,0.0366,0.175,0,0.915,0.576,164.543,4
33583,3Mf5CJ4c9wzdCI5Dib3V3B,Lil Peep,crybaby,driveway,TRUE,emo,62,159080,0.392,0.499,11,-6.997,1,0.0425,0.0166,0,0.234,0.232,135.551,4
33584,76jsRad7afsqb8Hv2wVhfU,Killing Me Inside,Selftitled,Forever,FALSE,emo,38,236120,0.227,0.484,2,-5.373,1,0.0304,0.135,8.64E-06,0.116,0.209,79.98,4
33585,21hXpUB7kiNvtzqBtQCXHi,Casper,Sikktape,Moc Známejch,TRUE,emo,37,199758,0.536,0.586,11,-11.617,0,0.319,0.15,0,0.128,0.234,133.797,4
33586,6EywOI29vcxmkUSkDugcS3,Sensey;Vercetti CG,Nemám křídla,Nemám křídla,TRUE,emo,37,222833,0.77,0.388,3,-11.19,1,0.0856,0.11,0,0.182,0.555,112.101,4
33587,3EaTpVCWVjZjna79S24hUG,Hasan,"Album, co mi změnilo život",Mlha nad Jordánem,FALSE,emo,37,133746,0.744,0.695,1,-7.847,0,0.234,0.476,6.07E-05,0.113,0.266,139.956,4
33588,3y0ycPzjAE6R66u3aw8MBk,Bayside,The Walking Wounded (Gold Edition),Landing Feet First,FALSE,emo,36,244866,0.436,0.332,9,-7.649,1,0.0406,0.00434,0,0.109,0.329,174.901,4
33589,4lHV9B7VCqNVbBq2aie7ho,Coheed and Cambria,The Unheavenly Creatures,True Ugly,TRUE,emo,36,326106,0.459,0.979,9,-4.042,0,0.0855,0.000219,1.60E-05,0.106,0.402,150.003,3
33590,0bo1p4mHN913d1MgixiHLo,For Revenge;Wira Nagara,Get Closer with For Revenge,Perayaan Patah Hati,FALSE,emo,36,292250,0.586,0.405,4,-14.292,0,0.079,0.451,1.93E-05,0.196,0.263,119.794,4
33591,6wtELTbJEAkbugVDSKa0sh,PAWLIE POIZN;Medooza,Atrakce,Atrakce,TRUE,emo,36,181073,0.622,0.735,1,-5.664,1,0.047,0.0669,0,0.11,0.947,169.912,4
33592,5iP0sIniuiIbGy4Ngs71wB,NIKØTIN,Dej si to emko,Dej si to emko,TRUE,emo,37,158627,0.784,0.923,5,-2.008,0,0.371,0.125,0,0.355,0.753,175.187,4
33593,5bTuwAgYUD5MABOIPH8ZMt,My Chemical Romance,Three Cheers for Sweet Revenge,You Know What They Do to Guys Like Us in Prison,TRUE,emo,67,173733,0.387,0.913,8,-3.761,1,0.0814,0.00366,0,0.136,0.674,185.957,4
33594,2fvs7Zl9br75zVo5nStv7b,For Revenge;Andi Cakcak,Perayaan Patah Hati - Babak 1,Bersambung,FALSE,emo,36,92000,0.406,0.771,7,-6.125,0,0.0474,0.00525,0.904,0.345,0.0597,120.138,4
33595,3t6QO2i4uPIaxP9ICLenfO,Fresno;Emicida,Fresno 15 Anos ao Vivo (Deluxe),Manifesto (feat. Emicida) - Ao Vivo,FALSE,emo,37,368586,0.269,0.933,6,-6.422,1,0.183,0.0665,0,0.751,0.153,104.601,1
33596,3ryiXNcbrXzwq3T8uNV6Gp,The Ready Set,Christmas Music - Holiday Hits,Wonderful Christmastime,FALSE,emo,0,244426,0.589,0.492,11,-6.404,1,0.0258,0.163,0,0.0786,0.526,96.016,4
33597,2Zky7hzsr351Pk4KHHnd4P,The Ready Set,Merry Christmas,Wonderful Christmastime,FALSE,emo,0,244426,0.589,0.492,11,-6.404,1,0.0258,0.163,0,0.0786,0.526,96.016,4
33598,0KoJjADAgVSFLmddvQCGpL,The Ready Set,Emo Christmas 2022,I Don't Wanna Spend Another Christmas Without You,FALSE,emo,0,199813,0.676,0.699,9,-5.984,1,0.0375,0.139,0,0.147,0.79,134.966,4
33599,274YVxtYNbFJZJfwq4HWRg,The Ready Set,Holly Jolly Christmas,Wonderful Christmastime,FALSE,emo,0,244426,0.589,0.492,11,-6.404,1,0.0258,0.163,0,0.0786,0.526,96.016,4
33600,5SFTZsHW3HdCp9f1zbzitS,XXXTENTACION,Revenge,Revenge,TRUE,emo,57,120058,0.708,0.235,11,-16.156,0,0.318,0.772,0.00238,0.103,0.169,139.998,4
33601,6XsJTpZwPKMcG8QK8k14Z6,ASIAN KUNG-FU GENERATION,ワールド ワールド ワールド,アフターダーク,FALSE,emo,57,192026,0.387,0.95,1,-3.747,1,0.0475,0.00193,0,0.0689,0.541,191.006,4
33602,4KqsLRDsHTHCMhH5ktgc6K,People In The Box,聖者たち,聖者たち,FALSE,emo,51,235306,0.539,0.762,9,-6.525,0,0.0288,0.000867,0.455,0.133,0.682,100.022,4
33603,0ANegBVvYb1jXWXLMbdZFs,Lil Peep,Gym Class,Gym Class,TRUE,emo,61,217000,0.62,0.347,8,-13.292,1,0.0705,0.504,0.00421,0.0841,0.0753,75.517,4
33604,5ZJUvZxyzvJmi3sWQaWTHL,Yunggoth✰,Idk How to Kill Myself,Idk How to Kill Myself,TRUE,emo,62,136620,0.434,0.656,10,-6.063,1,0.0375,0.614,0.00127,0.107,0.185,115.877,4
33605,1KWRf0ZISGMBgwMMCUYVDr,FACE,SLIME,МОЙ КАЛАШНИКОВ,TRUE,emo,52,148420,0.802,0.771,10,-6.179,0,0.246,0.0764,3.28E-06,0.0992,0.634,171.113,4
33606,5PlTDE2RLbcC9vBzbGAG4y,brakence,argyle,argyle,TRUE,emo,57,165333,0.669,0.444,8,-8.021,0,0.0453,0.412,0,0.349,0.586,139.031,4
33607,4ft6nIUlDAbhxQdgHN0gIW,PHARAOH,Pink Phloyd,Одним целым,FALSE,emo,48,165600,0.625,0.464,0,-9.118,0,0.089,0.583,2.87E-06,0.0907,0.343,100.141,4
33608,7g7or6ba1mBgq5Ydj2ixjs,LIL DUSTY G,UNDERGROWTH,INBETWEEN,TRUE,emo,60,114845,0.682,0.653,6,-7.043,0,0.0988,0.138,0.0016,0.0554,0.682,92.007,4
33609,6geCWidV8IzvJofE8Rk51P,Paramore,Brand New Eyes (Deluxe Edition),All I Wanted,FALSE,emo,41,225786,0.494,0.723,6,-4.559,0,0.0441,0.0192,0.0322,0.134,0.152,144.036,4
33610,136K7vs8qhkpWfKmculLG3,sadeyes;Lil Xtra,not alone,not alone,TRUE,emo,51,173557,0.661,0.498,0,-7.187,1,0.0369,0.439,0.00147,0.398,0.385,80.019,4
33611,6PAr1wwpxJQhHn2c6wKN4O,Tommy Ice,Forever,Forever,TRUE,emo,55,160114,0.796,0.495,8,-9.895,0,0.251,0.689,0,0.107,0.506,120.001,4
33612,7cELheBXF3jIShGuewCy44,brakence,punk2,fuckboy,TRUE,emo,57,157903,0.73,0.61,8,-7.784,0,0.238,0.373,0,0.144,0.8,146.572,4
33613,08iw6awsYK5FDd7lhXyPIe,kizaru;Pearly Pride,Никто не нужен (feat. Pearly Pride),Никто не нужен (feat. Pearly Pride),TRUE,emo,51,202103,0.678,0.383,5,-14.101,1,0.131,0.384,1.86E-06,0.152,0.174,127.934,3
33614,5DlpfpK9KnFSSDJewepWlv,Promoting Sounds;AyyLeek;22ViZz,Blue Cheese,Blue Cheese,TRUE,emo,36,199131,0.875,0.617,1,-6.832,0,0.347,0.061,0,0.0916,0.685,145.029,4
33615,2nLXZbiP2QzdV7YdmXPJSS,XXXTENTACION,? (Deluxe),the remedy for a broken heart (why am I so in love),TRUE,emo,49,160184,0.699,0.304,1,-11.192,1,0.0993,0.779,0.000993,0.137,0.271,119.705,4
33616,6IUu0nDQY9kxS4RkVgKGkb,Kilms,Numb,Numb,FALSE,emo,35,214000,0.57,0.959,0,-2.872,0,0.0684,0.000376,5.76E-05,0.56,0.417,119.966,4
33617,4wozGF2tAkaYiri6loXRa6,FACE,REVENGE,Night Fever,TRUE,emo,49,162455,0.755,0.833,9,-4.483,1,0.228,0.218,6.85E-06,0.125,0.682,130.025,4
33618,4m9NfjevXsDVaLtM1kj0Sx,Paramore,Riot!,crushcrushcrush,FALSE,emo,65,189373,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65E-05,0.0976,0.648,136.96,4
33619,5FcOthrJnuR5HoBXoZtVQK,Автостопом по фазе сна,Опианариум,Таблетки,TRUE,emo,51,102000,0.721,0.651,7,-8.615,1,0.322,0.673,0,0.092,0.158,133.486,4
33620,0zY9riNOgtMMpPEHyIHFXQ,Ethan Ross;Max Volante,KILL THEM,KILL THEM,TRUE,emo,50,78095,0.728,0.862,9,-8.207,1,0.0443,0.324,0.00438,0.122,0.403,126.006,4
33621,0enpXoexykNrhU70vXlDWk,Josh A,Fearless II,Cold Heart,FALSE,emo,48,151347,0.779,0.554,2,-8.247,1,0.0667,0.0608,0,0.0942,0.299,90.016,4
33622,3GSmOF8kqerDi9hW6QcPTK,Kilms,Hard Feelings,Hard Feelings,FALSE,emo,35,204705,0.232,0.966,0,-3.12,0,0.151,3.98E-05,1.19E-05,0.215,0.572,169.751,4
33623,5hQZDntIU1PbXhmH94kZoM,POORSTACY,The Breakfast Club (Deluxe Edition),Don't Look At Me,TRUE,emo,62,188237,0.539,0.832,1,-6.53,0,0.256,0.0101,0.00437,0.638,0.287,76.503,4
33624,0E37RLXlilaFJDfA4ByYb2,Ketama126,Rehab,Potrei,FALSE,emo,37,195000,0.765,0.649,0,-6.16,1,0.104,0.00288,0.000259,0.108,0.251,124.043,4
33625,2UYfrM2ulvxYroL2ZQjRVY,Venz;Thierry,QUANTO CASINO,QUANTO CASINO,FALSE,emo,35,166516,0.684,0.559,5,-8.556,0,0.101,0.0182,4.05E-05,0.152,0.158,94.995,4
33626,2D27mEHstGhdGONAhcEU6q,Lil Peep;Lil Tracy,HELLBOY,the song they played (when i crashed into the wall),TRUE,emo,63,135306,0.528,0.829,7,-5.258,1,0.101,0.0227,0,0.182,0.602,144.892,4
33627,3v3Kxo0ETT1eVoRwpJFBH0,Killing Me Inside;SanSan,REBIRTH,Fake,FALSE,emo,38,218666,0.49,0.892,1,-3.14,0,0.0474,0.0211,0,0.338,0.379,76.535,4
33628,4yXNMbZrsFJbPTH0WfhwEB,Fall Out Boy,Save Rock And Roll,Young Volcanoes,FALSE,emo,58,204506,0.599,0.853,11,-3.878,0,0.0365,0.00123,0.000504,0.37,0.676,94.997,4
33629,3GGkqI7lQTP1D6CtymwnHZ,Lil Peep,"Come Over When You're Sober, Pt. 2",Fingers,FALSE,emo,58,182893,0.546,0.835,0,-6.399,1,0.0501,0.0123,0.326,0.103,0.423,133.986,4
33630,7tkwRpNRH4l15B070Tdzqi,Jack Out;Moka,Male e Bene,Male e Bene,FALSE,emo,34,167868,0.519,0.848,7,-6.333,1,0.0318,0.0186,0,0.366,0.642,91.557,4
33631,51R5mPcJjOnfv9lKY1u5sW,American Football,American Football,Never Meant,FALSE,emo,60,268333,0.436,0.819,0,-6.71,1,0.036,0.0171,0.00882,0.117,0.405,144.26,4
33632,0BpKPyXhWsTaWkgXeOd1Sn,My Chemical Romance,Three Cheers for Sweet Revenge,Thank You for the Venom,FALSE,emo,67,221093,0.486,0.977,7,-3.463,1,0.0603,0.00237,0,0.298,0.413,103.501,4
33633,1oagRT7LfpVlNJN6FSZDGp,Fall Out Boy,Infinity On High,"This Ain't A Scene, It's An Arms Race",FALSE,emo,70,212040,0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935,4
33634,5CgkbROq94tTSnXnrfvtGH,ONE OK ROCK,Let Me Let You Go,Let Me Let You Go,FALSE,emo,59,180211,0.533,0.831,5,-3.696,1,0.0609,0.00804,0,0.0975,0.741,96.091,4
33635,1APRT5NO87tgWVmJ9WN1AU,Skelly,Jedna z mála,Jedna z mála,TRUE,emo,37,172660,0.64,0.556,1,-9.781,1,0.0612,0.491,0,0.107,0.333,139.877,4
33636,0sHNXeuv4Nf061i5pqdRCt,Totally Nothin,Lilli,Lilli,TRUE,emo,37,262580,0.688,0.371,10,-12.661,0,0.0767,0.115,1.04E-06,0.347,0.165,117.04,4
33637,5yPDC0EwfQwWliWgZ9wsS5,Schyzo;Meiton,Tabu,Stehy,TRUE,emo,37,206697,0.706,0.462,4,-11.789,0,0.196,0.681,0,0.164,0.41,80.077,4
33638,0oOq2wdJ7iPkU1og9FZbl0,Totally Nothin,Euforie,Euforie,TRUE,emo,36,162875,0.582,0.815,5,-5.784,1,0.0758,0.00332,0.000139,0.407,0.473,125.066,4
33639,0AOK6Be4BePAOoXtZ9zbu4,NX Zero;Lulu Santos,Norte,Fração de Segundo,FALSE,emo,37,224212,0.485,0.776,8,-5.258,0,0.0288,0.0177,0,0.174,0.866,174.075,4
33640,1E1C18N0Aq75znwIrZkoTK,CPM 22,Suor E Sacrifício,Pagar Pra Ver?!,FALSE,emo,36,185026,0.36,0.992,0,-3.816,1,0.0695,0.000167,0,0.206,0.598,187.887,4
33641,7fkUw3wKRtxsakWL3G6e0S,Reznik,Říše Za Zrcadlem,Pan Au,TRUE,emo,36,146209,0.6,0.969,1,-1.891,1,0.32,0.245,0,0.0857,0.577,95.078,4
33642,0PbGVdiCdhC3KxJPyoj7xY,Coheed and Cambria,The Unheavenly Creatures,All on Fire,FALSE,emo,35,340920,0.488,0.969,4,-4.996,0,0.0889,0.00312,0.000117,0.068,0.476,159.94,4
33643,1rLm7lHcmM2MA4ab9bp546,For Revenge,Perayaan Patah Hati - Babak 1,Gemaung,FALSE,emo,36,114000,0.553,0.948,0,-9.026,1,0.0549,0.0376,0.826,0.113,0.0985,144.992,4
33644,3Nv85OQTEgxlN29my6unSG,PXNDX,Poetics,¡soy un Ganador!,FALSE,emo,37,185200,0.376,0.949,11,-4.767,1,0.0839,0.0034,0,0.232,0.569,152.021,4
33645,4IDB7wVkW4atOxfxClWNNK,Schyzo;Pyko Fatal,V. Patro,Chain,TRUE,emo,37,205424,0.884,0.5,0,-10.468,0,0.048,0.217,0,0.104,0.662,130.05,4
33646,1I1hwpvgwp3cFMFCOvpaS1,CPM 22,CPM22 - 20 Anos,Regina Let's Go!,FALSE,emo,36,134453,0.398,0.955,2,-3.627,1,0.0569,0.0048,0,0.0833,0.665,143.729,4
33647,28IxIUK089R7nH1MmxGtBe,The Ready Set,Rock n Roll Christmas,I Don't Wanna Spend Another Christmas Without You,FALSE,emo,0,199813,0.676,0.699,9,-5.984,1,0.0375,0.139,0,0.147,0.79,134.966,4
33648,0R4bRdUVqTtsBARKkyxizh,The Ready Set,Christmas Time,Wonderful Christmastime,FALSE,emo,0,244426,0.589,0.492,11,-6.404,1,0.0258,0.163,0,0.0786,0.526,96.016,4
33649,1eHKoBZqMJFqge2m7s4DPa,The Ready Set,Perfect Christmas Hits,Wonderful Christmastime,FALSE,emo,0,244426,0.589,0.492,11,-6.404,1,0.0258,0.163,0,0.0786,0.526,96.016,4
33650,0qy1xNhQvnRhEpvKxdXYUR,Yung Pinch;Lil Skies,Nightmares (feat. Lil Skies),Nightmares (feat. Lil Skies),TRUE,emo,56,200213,0.579,0.698,2,-5.701,1,0.0827,0.107,0,0.174,0.302,165.071,4
33651,10pXYKoJOxNAWkeGkNeNnH,PHARAOH;Boulevard Depo,Плакшери,5 минут назад,TRUE,emo,49,221680,0.873,0.581,9,-7.525,0,0.369,0.132,0,0.0851,0.685,150.939,4
33652,17UwOJOXHbggzJfAreIgII,XXXTENTACION,HEARTEATER,HEARTEATER,FALSE,emo,54,136613,0.781,0.518,9,-4.657,0,0.0297,0.0652,0.000656,0.0522,0.61,99.984,4
33653,3PDNGdhCtiQemL14eKhCup,"nothing,nowhere.",Trauma Factory,lights (4444),TRUE,emo,52,160422,0.718,0.69,0,-7.299,1,0.0795,0.0419,0.000419,0.105,0.428,89.982,4
33654,1RassIaNyHc5jjD3oRyK8t,Drawn To The Sky,"Dear Rose, I'm Haunted","Dear Rose, I'm Haunted",FALSE,emo,40,237631,0.507,0.566,2,-5.125,1,0.029,0.806,0,0.102,0.605,76.012,4
33655,42rF3FLOvTSXRpVowkwTGY,Mackned,God Mom,North Star,TRUE,emo,63,123200,0.492,0.217,2,-20.032,1,0.132,0.865,2.73E-06,0.14,0.159,138.809,3
33656,4Ptg6MQDWURiKpXzgnsroE,44phantom,"die sometime, it's good for u",gray!,TRUE,emo,51,143320,0.785,0.69,0,-6.363,1,0.0561,0.0334,0,0.151,0.644,118.091,4
33657,77OWuDUCJMhizuSjOXDJbl,sadeyes,grim,fragment,FALSE,emo,53,134885,0.607,0.497,4,-12.053,0,0.209,0.828,0,0.105,0.517,147.965,4
33658,3Y3gChJoEUTqrtuqJCIPQk,Fall Out Boy;Demi Lovato,Irresistible,Irresistible,FALSE,emo,57,205851,0.504,0.889,2,-4.533,1,0.0737,0.0489,0,0.19,0.367,165.047,4
33659,6kq7CvFFZusechOUuuMftM,iamjakehill;Josh A,With You,With You,FALSE,emo,53,179212,0.654,0.56,4,-9.363,0,0.102,0.213,0,0.128,0.282,74.985,4
33660,3xwIAsYcyfte7VLi8fzVkk,surrenderdorothy,WeNeverAskedForThis,UsedCar,TRUE,emo,57,95786,0.568,0.408,11,-15.212,1,0.0345,0.219,0.00508,0.135,0.429,115.035,4
33661,4FKLSypcBIVAwM2cyU0rjK,Lil Pump,I'm Back,I'm Back,TRUE,emo,51,124656,0.898,0.773,10,-5.588,0,0.0423,0.0419,0,0.107,0.6,140.031,4
33662,5YVuTCLDxjS8pORppZhNsf,eli.,the way we used to love.,disappear,FALSE,emo,51,225600,0.565,0.467,5,-7.741,0,0.0485,0.643,0,0.103,0.116,112.499,3
33663,6ITGgQABtRjbBq3AEBXc4o,Halflives,Victim,Victim,TRUE,emo,54,200666,0.65,0.618,9,-7.37,0,0.0373,0.0657,4.42E-05,0.277,0.366,89.991,4
33664,1ATiZWaQ3xKkXhnBUL75rV,sadeyes,monarch,i got yr message,FALSE,emo,49,146670,0.563,0.68,0,-7.591,0,0.419,0.741,2.49E-06,0.275,0.349,143.843,4
33665,7kjYPapOatvPuqPuMn4TgM,Lil Peep;Nedarb;Craig Xen,CALIFORNIA GIRLS,california world,TRUE,emo,64,291400,0.301,0.514,8,-6.976,1,0.0617,0.0723,2.19E-06,0.251,0.153,145.59,4
33666,0riQ5biFBQYCclYUACchr0,salvia palth,melanchole,girl,FALSE,emo,60,157648,0.551,0.695,0,-9.444,1,0.0336,0.299,0.82,0.108,0.15,100.233,4
33667,4CuxcBpQnw3Itmp5VQoCHj,XXXTENTACION;Kemba;Joey Bada$$,Bad Vibes Forever,Daemons,TRUE,emo,50,172242,0.753,0.763,0,-4.468,1,0.275,0.0345,8.10E-06,0.0631,0.777,170.057,4
33668,3aWX8DMLmQCOGx6cHMPr6V,Lil Peep,Vertigo,drugz,TRUE,emo,62,139706,0.582,0.414,0,-11.211,1,0.041,0.0491,0.000843,0.393,0.0515,98.017,4
33669,6Hp3xWVKOJF2G2qWIVR7FQ,OmenXIII,Misfit,Drop Dead,TRUE,emo,54,144090,0.699,0.526,9,-9.768,0,0.0512,0.0603,0,0.121,0.278,99.916,4
33670,7lcYieV34n9gHmW9wRweI2,kizaru,First Day Out,No Stop,TRUE,emo,49,139440,0.562,0.633,9,-6.099,0,0.341,0.0255,1.93E-06,0.0886,0.45,159.367,4
33671,1U5HTINVvE7oSSscuD3Gjm,kizaru,First Day Out,Train Wreck,TRUE,emo,50,122125,0.926,0.556,8,-7.423,0,0.285,0.0172,0,0.119,0.324,134.009,4
33672,3W3masBDqqvAVgt1C89klS,Josh A;NEFFEX,Sober,Sober,FALSE,emo,47,136396,0.665,0.664,5,-6.104,1,0.213,0.224,0,0.178,0.454,183.111,4
33673,0R5frMSP98GvfNrLCSyAfr,Nikell;Kori,Aunq No Sea Verdad,Aunq No Sea Verdad,TRUE,emo,35,155071,0.827,0.524,1,-10.813,0,0.0693,0.201,0,0.117,0.369,123.966,4
33674,6VtcgrVYo2xfygcWAfRpd1,My Chemical Romance,Number Three,The World Is Ugly,FALSE,emo,60,294680,0.447,0.781,11,-4.801,0,0.0314,0.0047,3.40E-05,0.0976,0.102,96.004,4
33675,5SoRwK3gXtq0AjRnynzr4g,Lil Revive,Grim Peaks,Grim Peaks,TRUE,emo,54,149573,0.748,0.49,8,-8.383,1,0.0725,0.42,0,0.102,0.264,145.037,4
33676,5Ie5RZQsRAFaBy1EIBnc5e,VyOk,Existential,Hell On Earth,TRUE,emo,54,152400,0.623,0.636,8,-8.088,0,0.0521,0.488,0,0.103,0.126,99.884,4
33677,4kQazx3VMaDKUG1IIaC94i,Lil Peep,"Come Over When You're Sober, Pt. 2",Cry Alone,TRUE,emo,61,167106,0.637,0.856,1,-5.649,1,0.0337,0.0366,0.0308,0.0809,0.285,160.068,4
33678,5hpqeU5uQwDF1Umn60FqRr,Damero.;Tuantigabelas,PERCAYA,PERCAYA,FALSE,emo,35,205741,0.837,0.569,3,-8.554,1,0.16,0.751,0,0.131,0.614,135.022,3
33679,4f9nEy7AZRCGqZxoDCyq5H,metyou,Rudý Ferrari,Rudý Ferrari,FALSE,emo,35,196510,0.662,0.63,1,-9.64,0,0.0862,0.226,0,0.144,0.171,149.046,4
33680,4mHebcSh4pAAgV0l9RNTBE,AMK,Bye Bye,Bye Bye,TRUE,emo,36,213129,0.636,0.522,1,-9.603,1,0.247,0.034,0,0.141,0.325,161.988,4
33681,0vnYHWczAoq1PD1Ff6dUGI,Dear Seattle,Someday,Way Out,FALSE,emo,35,182053,0.311,0.829,4,-2.099,1,0.0546,0.0208,0,0.167,0.562,175.154,4
33682,15tXksgOQI7Tv6LtlqPvvr,Coheed and Cambria,The Afterman: Ascension,Key Entity Extraction IV: Evagria the Faithful,FALSE,emo,35,382706,0.661,0.911,1,-5.808,0,0.0729,0.0299,6.58E-06,0.0944,0.67,113.001,4
33683,1f6xYh2HSx8ttCjl4Pckep,Fall Out Boy,MANIA,The Last Of The Real Ones,FALSE,emo,60,230400,0.579,0.872,8,-5.294,1,0.0443,0.00594,0,0.192,0.557,115.043,4
33684,10JChpCG0OymAH2KgJJZMm,Sickbrain,BRÁNA DO PEKEL,ZLEJ,TRUE,emo,36,180730,0.493,0.693,7,-4.004,0,0.181,0.366,0,0.105,0.167,83.361,4
33685,4zKExHG2zgXyPwaYo0rGbT,Sly Withers,Gravis,Sad Guy,FALSE,emo,35,205333,0.428,0.901,10,-5.757,1,0.145,0.0589,0,0.135,0.205,147.245,4
33686,3nUogm7GfBYTMkfS6iN6V1,NX Zero,Uma Gota no Oceano,Uma Gota no Oceano,FALSE,emo,37,233314,0.603,0.863,3,-6.783,0,0.0354,0.00317,0,0.0909,0.338,99.99,4
33687,7pckudLKGnBOvSoStb1lFl,Pee Wee Gaskins,Salute To 90's,Pop Kinetik,FALSE,emo,36,216867,0.475,0.889,7,-1.865,1,0.043,0.00054,0.000206,0.119,0.315,82.97,4
33688,5YWqXfOry1xVvz1mMhKRsX,Tony Boy;Yamba,Going Hard 2,Bicchieri di plastica,FALSE,emo,35,158499,0.584,0.567,2,-10.01,1,0.249,0.657,0.00122,0.216,0.397,104.819,4
33689,31Ye9wiX4cMIVbE4lJQlSD,Sensey;Sergei Barracuda,BRATAN,Policie zná moje jméno,TRUE,emo,36,176874,0.7,0.803,8,-5.819,1,0.253,0.408,0.000443,0.0762,0.342,147.091,4
33690,26t2ozSYaMeZzdnJnIrdna,Alone At Last,Integriti,Takkan Terhenti Disini (Bonus Track),FALSE,emo,35,366433,0.317,0.955,10,-4.1,1,0.104,0.00175,8.47E-06,0.365,0.209,119.915,4
33691,67zng168LXkCD1wzAQT5GV,For Revenge,Second Chance,Fiksi,FALSE,emo,36,202146,0.461,0.944,6,-4.068,0,0.103,0.00191,0,0.214,0.389,92.468,4
33692,34MmiSex3YhpGXyE1Xrzpa,NX Zero,Norte,Pedra Murano,FALSE,emo,36,231679,0.674,0.821,8,-5.928,0,0.0333,0.0243,0.000117,0.149,0.949,96.005,4
33693,4uT1leY76vDaNl88JABqic,Thermo,Ancestros,Tu Nombre,FALSE,emo,36,286797,0.532,0.945,8,-2.979,1,0.0544,0.0379,0.00113,0.213,0.675,152.964,4
33694,56ZqhWHVORv8gaQBTeWxGv,CPM 22,Ao Vivo no Rock In Rio,Tarde de Outubro - Ao Vivo,FALSE,emo,36,144932,0.464,0.984,4,-5.194,1,0.118,0.000875,0,0.982,0.595,89.201,4
33695,2WetC8JAhHprkgIP4RXIki,Microwave,Much Love,Homebody,FALSE,emo,34,202146,0.596,0.886,1,-5.508,1,0.0296,0.000174,0.00101,0.251,0.675,131.963,4
33696,0kuBKsjNhqjKc5zzDpzxAC,CPM 22,Ao Vivo no Rock In Rio,Regina Let's Go! - Ao Vivo,FALSE,emo,36,166653,0.298,0.994,2,-5.015,1,0.288,0.000146,8.55E-05,0.936,0.138,143.191,4
33697,3Sz7Q3D89jYaOu7F8MXUxh,PXNDX,Bonanza,La vida en el barandal,FALSE,emo,37,256386,0.592,0.869,3,-3.832,0,0.0357,0.00626,0.00481,0.107,0.44,138.011,4
33698,699lx9w3KBNADcEauCQHo2,CPM 22,Ao Vivo no Rock In Rio,O Mundo Dá Voltas - Ao Vivo,FALSE,emo,35,175966,0.38,0.989,11,-4.961,0,0.139,0.000197,2.33E-05,0.873,0.363,139.745,4
33699,0Jyn2SgnPMaqlrDkxCDvu1,Something Corporate,Emo Christmas 2022,Forget December,FALSE,emo,0,192226,0.624,0.683,0,-6.188,1,0.0415,0.0129,0,0.106,0.492,127.091,4
33700,7xKo2iEKw0BNttPeDpWgN3,FACE,SLIME,РЫТЬ,FALSE,emo,48,141913,0.822,0.345,8,-8.522,0,0.0775,0.194,0,0.119,0.33,114.926,4
33701,46O95G64syn8lDSFBMzfOP,XXXTENTACION,slow songs,changes,FALSE,emo,27,121886,0.669,0.308,11,-10.069,1,0.029,0.883,0,0.0984,0.52,64.936,4
33702,2OoB6AHLHuLxhkNHrUH7lD,Brennan Savage;Killstation,Tragedy,Dreams of You,FALSE,emo,59,168000,0.65,0.737,9,-5.018,0,0.0402,0.194,5.09E-06,0.0949,0.376,130.015,4
33703,5VJQr2EMdzXZFjvInyp4AC,Brennan Savage,Badlands,Lonely World,FALSE,emo,58,102857,0.323,0.67,4,-7.009,0,0.104,0.0124,0.185,0.168,0.179,84.137,4
33704,3pCPizvPEszfq4HDyzrQXh,916frosty,FRIDAY,FRIDAY,TRUE,emo,53,292594,0.406,0.687,10,-7.062,0,0.254,0.174,0,0.512,0.446,92.009,4
33705,2DBzFlduaVzw2EHdP1ZnbG,Josh A,PAINLESS,PAINLESS,FALSE,emo,46,147757,0.753,0.632,9,-8.054,1,0.0423,0.122,0,0.198,0.718,91.047,4
33706,6WvJSQYUkmktUjfsY2sPDk,Young Lex;AwKarin,BAD,BAD,FALSE,emo,35,219050,0.892,0.361,10,-8.4,0,0.242,0.471,1.59E-06,0.137,0.426,120.037,4
33707,3rxLb8cYhEnv3ZEoluDdpA,ASIAN KUNG-FU GENERATION,Re:Re:,Re:Re: (Single ver.),FALSE,emo,55,332240,0.464,0.868,6,-5.051,0,0.0502,0.000249,0.00042,0.248,0.512,155.008,4
33708,5maosvba9QkQP14u6vtxog,Roosevelt,Elliot - EP,Montreal,FALSE,emo,58,236335,0.669,0.642,5,-9.004,1,0.0515,0.00221,0.834,0.203,0.838,115.973,4
33709,4Pxi7M3fCCBDG0EfC17eHw,Tommy Ice;Powfu,hurt myself,hurt myself,TRUE,emo,50,199411,0.69,0.72,7,-5.601,1,0.285,0.479,0,0.599,0.722,135.979,4
